Coupon	YTM	CurrentYield	RatingNum
2.3100	1.9810	2.1431	11
6.1900	4.2590	5.9946	9
6.1500	4.7280	7.0471	6
7.0500	4.7900	5.9630	8
10.0800	6.9280	9.5817	6
5.5500	4.2530	5.2358	10
2.9900	2.6610	2.9438	10
3.3800	3.0140	3.1719	11
6.8900	3.5950	4.6136	11
8.9500	5.4320	6.5077	8
6.2800	4.4040	5.9918	7
4.7900	3.3590	4.2029	9
2.8400	2.4970	2.8194	10
5.3000	3.8110	5.0703	10
4.5300	3.2210	3.9796	9
4.5900	3.5270	4.0884	10
5.7800	4.1600	4.4827	9
4.9600	4.2800	4.9177	8
5.8400	3.9640	5.4069	9
2.3400	1.4600	2.2199	11
6.2900	2.8750	6.3819	5
5.4100	4.2090	4.7035	9
4.0400	3.1550	3.4148	11
5.0800	3.5530	4.6136	9
7.0500	5.6070	7.4619	6
7.0600	5.6730	7.2589	8
4.8700	3.3850	3.9755	11
5.8900	4.6500	6.1662	8
4.9600	3.2440	4.4223	11
2.5500	2.1150	2.3438	11
8.5300	5.1240	8.3268	6
5.3500	4.0630	4.3446	10
6.4700	3.7130	4.5499	9
3.8400	3.4160	4.2624	9
6.8400	4.0490	5.4598	9
5.4500	4.6120	4.8026	8
9.6700	7.1760	8.8246	6
5.2900	4.1520	4.6690	11
4.2100	3.9580	4.0287	10
3.0500	2.5620	2.8236	11
6.8800	3.6480	4.5356	9
2.1300	1.9180	2.0100	11
9.3400	5.0720	7.1227	8
8.7500	5.6830	10.5511	6
6.3200	4.7450	4.8559	9
0.4200	0.1400	0.4126	11
5.4300	3.7480	4.8473	8
4.7800	3.4540	4.3094	8
1.2800	1.2150	1.2529	11
7.0900	4.8670	7.6940	6
6.8400	4.3660	6.3281	7
6.0900	4.0920	4.8665	8
5.4200	3.5140	4.5020	9
5.7200	5.4770	5.5909	7
5.8000	4.2410	5.2978	8
8.0300	6.7950	7.5279	6
6.2200	4.5970	5.1950	8
6.6600	4.8510	6.8350	9
9.5300	5.7280	9.4217	6
5.0900	4.5530	5.3732	10
6.9200	4.1160	5.7380	9
7.0300	3.6780	4.8111	11
8.2900	4.5930	5.4343	8
4.2100	3.3680	4.2134	9
4.1400	3.5640	4.2142	9
7.2100	5.0170	6.7611	7
4.3400	3.1580	3.7138	11
1.9600	1.8510	1.9244	9
5.8600	3.8500	4.9949	9
5.6200	5.0870	5.6054	9
5.4800	3.5850	4.6299	9
2.5500	2.1170	2.3535	11
7.9800	5.6750	7.2731	7
8.4200	5.5250	8.7191	6
2.5100	2.3160	2.3358	11
5.8500	3.4080	4.0423	11
0.5800	0.5440	0.5651	10
8.2400	4.8080	6.5752	8
2.9900	2.6150	2.9406	9
1.6400	1.4370	1.5952	9
4.7000	3.7950	4.6724	10
5.9500	4.6880	6.7361	6
4.6800	3.4150	4.3054	11
7.8300	5.7630	7.5122	6
2.8500	2.3040	2.6207	11
6.4000	4.9610	5.4343	8
3.6000	3.3450	3.4341	10
9.1700	5.3610	8.5845	5
5.7200	4.2640	5.9577	9
11.4700	4.9750	8.0305	8
5.9000	3.6130	4.6622	9
2.7000	2.3670	2.5170	11
5.9900	4.5740	5.3761	8
5.6200	5.2420	5.4410	9
3.7700	3.3100	3.5353	11
7.3300	5.4010	5.8551	8
8.8600	5.0980	7.8980	7
6.2800	4.1850	5.6941	7
7.0100	6.0800	7.7561	6
6.0200	6.1380	6.3462	9
3.1600	2.6530	2.9017	9
5.3600	3.6530	4.6467	9
6.4300	5.0390	5.6527	8
5.5500	3.6420	4.6986	9
4.7700	3.6320	4.3113	8
4.9000	3.3420	3.7660	11
8.3200	5.3160	7.8299	7
7.4500	4.5200	6.3910	8
4.2900	3.9050	4.0293	11
6.1200	5.3810	6.5743	9
6.4800	5.1260	7.1444	6
8.0800	4.9950	8.0857	8
4.0500	3.0820	3.7372	10
5.8000	4.7310	6.8388	8
3.1100	2.5710	2.8353	11
5.2500	4.0160	4.1296	10
7.5900	7.1940	7.6767	6
5.6200	3.6670	4.6554	9
6.9400	5.9440	7.2044	6
4.7200	3.4630	4.2465	9
9.6900	4.6330	6.5103	11
3.9600	3.2180	3.5184	9
6.6800	5.2180	6.0949	8
1.0100	0.9610	0.9845	11
5.9500	5.2940	5.5205	8
5.3900	1.9600	4.8840	11
7.9900	5.2300	7.6415	6
10.7100	6.8420	10.4386	6
3.2300	2.9540	3.0314	10
9.4000	4.8550	7.6398	7
6.4000	4.7020	4.9836	11
7.0400	4.1770	5.6765	11
7.4700	4.7560	5.0463	9
1.5300	1.4390	1.4826	10
5	3.7040	5.0035	7
6.3900	4.9150	5.5536	8
9.2200	6.6050	12.7665	6
7.4200	4.5390	5.5180	8
7.4100	4.8940	7.3614	6
7.6200	5.0530	6.8785	7
3.2200	2.9640	3.0664	8
6.1300	4.6070	6.9525	9
5.8700	3.7580	4.7747	11
6.3300	5.2070	6.7419	9
6.1000	4.1050	5.3141	8
4.8500	3.4230	4.3455	9
3.9700	3.5190	3.7414	11
4.3100	3.7200	3.9361	9
7.2200	4.8750	6.5039	8
1.4100	1.3440	1.3892	11
6.7000	6.0010	7.0128	9
7.0800	4.1100	5.2911	9
5.5400	3.4630	4.4003	10
5.5900	4.2980	6.0701	9
5.2300	3.7400	4.4330	9
9.6200	6.7920	7.1344	8
5.4700	4.1690	5.6596	9
5.1100	3.3630	4.1100	11
5.3500	4.3580	5.9984	9
5.7800	4.8970	5.0831	9
1.7000	0.9250	1.6463	11
7.2400	5.3480	7.5393	6
6.2700	4.2400	4.3238	11
6.6300	6.3540	7.3227	6
7.6500	4.1410	6.5682	8
5.2000	3.8030	4.2658	11
11.1500	5.7110	10.2219	6
7.6500	4.2380	6.6853	8
10.2100	5.5160	9.5986	6
4.2200	3.5590	4.2036	8
4.7900	3.2820	4.0569	11
7.4200	5.0850	7.0802	6
3.6700	0.4990	3.3919	11
6.3100	5.6700	7.8954	6
6.7500	5.2850	5.6727	9
6.8100	4.0240	5.9305	8
10.3700	6.0910	9.6862	6
5.6500	4.7710	5.0609	8
5.0700	3.7840	5.0278	9
7.8300	6.8850	9.4737	5
3.1300	2.8820	2.9370	11
6.3100	3.7740	4.5954	9
4.4100	3.2960	3.8711	11
1.6500	1.4590	1.6023	11
6.3800	4.8680	7.1645	6
1.7300	1.6660	1.6981	11
5.2300	3.8390	4.7719	10
5.5400	6.9130	9.1044	5
3.4100	2.8470	3.1633	11
3.5700	2.9230	3.4186	11
4.3500	3.7290	4.4799	9
4.7800	4.1150	5.0422	7
7.5300	4.6750	6.7887	7
9.7500	6.7490	7.1612	8
13.6500	6.8520	13.6842	6
0.8300	0.7730	0.8061	11
7.0700	6.6860	13.0877	4
8.2700	5.7710	7.8538	7
1.3400	1.1750	1.2929	11
2.9100	2.5930	2.7772	11
1.3200	1.2370	1.2854	11
6.9800	5.0540	5.1263	9
7.1500	4.5300	6.0084	9
0.9300	0.6780	0.8960	11
4.5500	4.0230	4.5215	9
5.6500	3.7320	4.3809	9
7.5800	4.6310	6.4919	8
2.6600	2.1950	2.4355	11
10.0600	5.4060	8.6987	6
3.5000	2.8790	3.4093	11
5.5500	4.4600	4.7038	9
2.0700	1.8840	2.0158	10
7.8100	4.3560	7.1730	7
10.1000	6.5580	9.5077	6
6.8800	4.5300	6.3288	8
3.2200	2.6650	2.9840	10
2.9200	2.5370	2.7469	8
8.0700	4.7650	6.2939	8
5.4200	4.4150	5.2387	10
6.8200	4.6740	5.9017	8
7.0100	4.8610	7.4638	6
3.8100	3.0980	3.6438	10
6.4600	4.6350	6.2470	7
6.9600	5.2410	5.5002	8
5.9500	4.9120	5.1302	8
5.2300	1.1790	4.8336	8
6.5100	5.7280	6.2035	7
6.2700	4.3070	5.4899	10
6.9500	5.1060	5.6855	8
6.0700	5.0240	5.8500	8
5.3600	3.9600	5.3956	9
5.0700	5.1950	5.2730	9
5.2000	3.3950	4.7658	8
5.6600	4.3610	4.7760	8
2.0800	0.9050	1.9798	10
5.6800	3.6580	4.5458	9
8.5500	4.5890	6.2123	8
3.9700	2.9960	3.5377	11
7.3400	6.3950	7.0856	9
6.3000	4.2250	4.9798	10
8.2200	5.0300	8.1177	6
9.9300	6.1480	10.1069	6
9.8500	9.2320	14.6927	5
3.6700	2.9750	3.5180	9
1.7100	1.5850	1.6681	9
0.4400	0.4120	0.4313	11
6.8200	5.7170	6.4002	7
7.5800	4.0050	6.8997	8
5.5800	3.7960	5.0502	8
5.1100	3.9120	4.8226	8
4.3800	3.2050	3.8799	9
8.6000	4.6010	6.7156	8
3.9400	0.8150	3.6788	9
3.6000	3.2590	3.5531	9
7.3200	4.9670	7.9826	6
5.0100	3.4600	4.4985	9
3.2300	2.8180	3.2433	10
5.0800	4.9380	4.9590	7
5.0600	3.6740	4.4343	8
3.4500	2.8060	3.2538	10
4.6900	3.3060	3.7448	11
5.0800	4.6700	4.8353	8
6.5500	4.6960	5.3887	8
10.0400	6.6240	8.9149	6
6.9000	5.1830	6.9902	7
4.2900	3.2930	3.8113	11
4.7100	4.3340	4.7929	9
5.9700	5.2340	5.3881	10
5.0400	2.6480	4.5557	10
6.0400	4.5590	5.1997	8
5.4400	3.8630	4.5546	9
11.8700	7.0470	10.9593	6
5.4600	3.8990	4.5660	9
7.8200	4.7210	7.2548	6
7.3400	5.6840	5.8565	8
7.9300	5.1780	7.5726	6
6.3300	4.1440	5.4084	8
2.5600	2.1510	2.4261	11
5.0800	3.9110	4.8969	8
1.1400	1.0810	1.1068	11
1.4400	1.3700	1.4000	11
8.6000	5.5770	9.1005	6
5.9700	4.7270	5.6609	7
5.6400	3.0620	5.1096	9
4.6000	3.2180	4.1027	11
4.5700	4.0450	4.2887	10
4.3300	3.3760	3.8845	11
9.6300	5.3450	9.2757	6
4.8700	3.3770	4.0428	11
5.2300	2.7940	4.7832	8
5.7700	4.7270	4.7423	9
10.0700	14.6920	15.9008	5
5.7100	7.1150	8.9386	7
7.4500	4.1100	5.7215	8
5.9200	4.1710	5.7988	9
4.1100	1.7770	3.8010	11
5.9600	5.1210	6.2461	9
1.2300	1.0680	1.1871	11
5.5300	3.6310	4.6156	9
5.9100	4.1130	4.9234	8
9.7700	7.2090	20.7475	5
6.4600	4.5100	5.8031	9
7.8000	5.4930	7.7412	6
4.5000	3.3720	4.2056	11
6.4700	4.1320	5.5148	9
8.4600	4.5450	6.0650	10
6.7700	4.4500	6.5209	7
4.8600	3.3650	4.1253	9
4.4500	3.2250	3.8793	9
9.3400	6.7700	8.4871	6
7.0500	4.1350	5.7331	8
7.2200	7.1760	7.3598	6
5.0800	3.7850	5.0317	9
7.6600	2.6690	7.5617	5
6.4100	4.6010	6.5670	9
9.2800	4.7660	7.3657	7
2.2200	1.3620	2.2026	7
5.4900	4.3830	4.9855	8
0.3700	0.3200	0.3636	11
8.2000	5.8730	8.1148	6
9.4500	4.5040	6.5835	11
1.2700	1.1980	1.2458	11
8.3600	4.0980	5.2572	11
5.1500	2.1250	4.6908	11
4.8800	3.6900	4.9523	8
7.3000	4.7260	7.2637	7
5.0100	3.9510	5.3326	9
6.8900	4.6420	5.7836	9
2.1600	1.9430	2.0489	11
8.3600	5.0780	8.1410	6
7.1000	5.2800	6.2754	9
0.8000	0.7710	0.7886	11
6.8700	4.0130	5.4188	9
1.2800	1.2240	1.2581	11
4.8400	3.6910	4.8126	9
5.8300	4.1980	5.3164	10
6.3400	3.6530	4.5862	9
3.0400	2.6680	2.8712	10
1.1700	1.0410	1.1388	11
7.6700	4.7940	7.4250	6
6.6400	4.2520	4.3979	11
8.4600	6.5100	8.0250	7
6.1300	4.6240	6.9517	6
6.2400	5.2920	6.7039	9
5.7100	4.2120	5.1367	8
1.1900	0.7320	1.1537	11
6.7100	4.1930	5.8865	8
2.7600	2.3410	2.5153	10
2.2200	2.0900	2.1095	11
5.5400	3.7420	4.7270	9
7.5700	6.6290	7.2551	6
4.3500	3.1120	3.8048	11
9.7400	6.2630	9.5518	6
7.1000	5.2350	6.2899	7
9.8100	5.6210	8.1222	8
5.5800	3.8290	4.5592	9
5.5600	3.5710	4.5247	9
2.1000	1.9500	1.9548	11
3.9800	3.1110	3.6494	8
5.2400	4.0010	5.0182	10
7.5900	5.1150	8.1298	6
6.8100	4.3910	5.9388	8
5.0800	3.6340	4.7037	10
4.4900	3.7280	3.8993	9
5.5700	3.7990	5.0253	10
7.7100	5.9500	6.1429	8
6.3200	3.9510	5.0463	9
6.9700	5.6810	6.8969	7
6.8300	4.1940	5.9093	8
6.0300	4.0150	5.4625	9
8.5400	4.8850	7.7411	7
4.2700	3.1740	3.9035	8
3.4100	2.6710	3.0671	9
5.4000	3.7410	4.4854	11
1.3200	1.1040	1.2991	9
6.2100	2.0190	5.6599	8
8.0100	5.7540	8.0156	6
6.8600	4.0670	5.4801	8
4.9700	3.8940	4.5157	9
4.1800	1.7050	3.8924	9
6.0100	5.0630	5.5178	8
6.0300	5.0500	7.3367	8
5.0600	4.1080	4.7215	11
6.6300	5.1470	5.9159	9
3.9000	3.1210	3.7941	8
7.7800	4.7060	6.5687	7
5.3100	3.6540	4.5871	8
7.3100	4.0070	6.2650	9
6.5100	3.9540	5.3722	8
11.2200	8.8890	10.5086	5
9.7100	5.9060	7.9885	7
7.0900	3.7970	5.0506	9
2.4900	2.1270	2.3341	11
3.1300	2.5700	2.8684	10
5.6900	3.9580	5.3877	9
6.8000	3.6710	4.7327	9
5.0500	3.8050	4.2466	11
5.4100	3.5000	4.4472	11
3.7100	2.9570	3.4641	8
3.9700	3.0800	3.6160	9
0.9200	0.8790	0.8931	11
6.4400	4.8700	6.3100	9
13.4600	10.5530	11.3214	6
6.3600	4.1180	5.8785	9
5.9700	5.0420	5.7659	7
5.4300	4.5110	5.0203	9
6.3700	4.3840	5.6743	8
6.7900	4.9760	6.4470	7
5.9300	5.4550	5.7780	9
3.6800	3.0190	3.6479	8
5.0100	1.7720	4.5307	11
2.3000	2.0010	2.1828	11
5.6700	3.9170	5.1942	8
7.9400	6.7080	6.7528	8
7.4700	5.0120	7.7193	7
4.8900	3.7790	4.0046	11
6.8000	5.8310	6.1706	7
5.4500	4.7880	5.1737	8
1.3100	1.2590	1.2922	11
5.7500	3.6650	4.7564	9
4.7200	3.5380	4.8124	9
7.9000	4.6430	6.8642	8
7.7700	6.8470	8.4899	8
5.4300	4.0350	4.5171	9
7.9400	6.0770	6.3368	8
6.1000	5.8790	6.3874	9
5.6600	4.0930	5.4702	8
5.9600	4.6500	5.6078	9
3	2.5250	2.8193	10
5.4200	3.9260	5.1836	9
10.6600	5.6000	9.8979	5
2.9900	2.5290	2.8814	11
2.9100	2.3460	2.6675	11
6.5200	3.9800	5.1635	9
4.5500	3.2150	4.1043	11
3.4400	3.1790	3.3385	11
4.2600	2.9580	3.8890	10
5.1600	3.7740	4.9138	11
8.9400	6.4700	14.2994	5
4.9200	4.4500	4.5964	11
6.0300	3.8680	5.1911	8
4.2400	3.4460	3.8250	10
4.6300	3.4670	3.9828	9
6.0600	5.6330	7.2644	8
6.8800	5.1610	7.1689	5
7.7000	4.3180	6.1649	8
6.8200	4.8190	5.4556	8
5.5600	3.8850	5.4930	9
4.2300	3.3360	3.9470	11
1.5800	1.5200	1.5585	11
5.3400	4.0060	5.1066	10
5.9300	4.5820	6.8420	8
6.0400	3.7130	4.8725	10
6.7600	4.0070	5.1493	9
5.4700	3.1740	4.9682	11
6.8400	4.4310	6.4389	7
5.4600	2.5780	5.0551	10
7.0600	4.5840	6.8784	6
5.9300	3.7400	4.8638	9
6.9600	4.5530	6.8249	6
8.9700	5.8490	9.9193	6
6.8800	5.3130	5.8975	10
7.5900	6.1590	7.9853	6
7.4500	4.4290	6.3938	9
5.8400	4.0210	4.3359	11
4.8100	3.3810	4.2104	9
2.7900	2.4190	2.7504	9
2.3400	2.1680	2.2140	10
7.7200	6.2560	7.4705	7
3.9400	3.0690	3.5724	9
5.2200	2.4340	4.7184	11
6.8600	3.8220	5.0860	8
5.4000	4.3280	4.5612	10
5.7100	4.5870	6.8886	8
5.0300	3.6190	4.2429	11
1.8000	0.7860	1.7117	11
2.5300	2.3290	2.3933	11
5.0900	4.6660	4.6882	9
3.9900	2.7920	3.6171	10
6.1600	4.2440	4.9734	8
4.7900	3.8840	4.0501	11
3.0400	2.5080	2.7574	10
4.3100	3.7190	3.7277	11
4.8700	3.8850	4.1405	11
3.8900	2.7410	3.5309	10
6.3500	4.2450	5.0413	9
7.7100	4.1790	6.7166	8
2.5800	2.3910	2.4448	10
3.2300	2.5410	3.0030	10
7.3900	6.0060	7.0307	7
6	4.3480	4.7345	9
5.2500	4.2610	5.0971	7
2.4900	2.2020	2.4445	11
9.9100	8.6380	8.9384	6
1.0900	1.0170	1.0700	11
6.6500	5.6570	6.8038	7
4.1500	3.5430	3.8091	9
6.9700	4.1570	5.6621	9
5.8100	5.4460	5.6000	9
4.9100	3.2120	4.4171	11
9.4100	6.1490	8.2609	7
5.8000	4.0770	5.1101	8
5.7800	4.2690	4.3537	11
8.5100	6.0320	7.8131	6
4.8600	3.3240	4.1588	11
8.2600	5.0170	7.9142	6
5.5700	3.8680	5.1824	8
7.0700	5.7370	6.3086	8
8.4000	5.9820	7.4501	7
6.7200	4.4310	5.4058	8
8.4600	4.9510	7.9774	6
6.1500	5.2970	6.3903	9
7.4900	5.5880	8.6480	6
6.5400	4.6120	5.8294	7
11.0600	8.0230	11.1223	5
6.2700	3.9880	5.6218	8
5.0200	3.4570	4.4171	9
5.9900	5.0410	6.0961	9
4.5100	3.1110	4.0944	11
3.0600	2.5020	2.8662	9
6.2500	4.1300	5.6185	8
4.7700	3.3050	4.0101	10
3.3700	2.8230	3.2827	10
5.0500	3.6670	4.6437	11
4.1100	3.8120	3.9455	9
2.5900	2.3720	2.5949	9
4.7000	4.1570	4.2801	9
5.3200	3.3990	4.7538	11
10.7000	4.1150	10.1585	6
6.2200	4.5220	5.6036	9
3.4100	2.7960	3.1995	10
4.2600	3.2080	3.9562	10
6.9300	4.7710	6.8866	9
7.6000	5.4520	7.3758	6
0.8900	0.8600	0.8725	11
5.6600	4.3440	4.8314	8
0.5400	0.4290	0.5327	11
5.7900	4.0540	5.1761	8
7.8700	4.9210	6.9621	7
6.9600	5.2350	5.8576	9
5.8100	4.2200	5.7851	9
5.9100	4.5820	6.8633	8
6.2300	4.1630	5.7600	8
3.6500	3.2030	3.4693	10
5.5300	3.3590	4.2053	9
3.2700	2.6130	3.0549	10
5.0700	3.7060	4.9171	8
5.4200	4.0420	4.7102	8
5.7400	3.6710	4.7192	9
5.5300	3.8870	4.5469	9
6.4900	4.3550	5.4314	8
4.4500	3.6600	3.8665	9
5.4800	3.9640	5.2370	9
9.1400	4.6360	6.2770	9
7.7900	5.8380	7.9167	6
4.9000	3.6780	4.2609	11
5.8400	4.9210	7.0634	8
8.0500	4.9140	7.2667	6
7.4300	4.1370	5.6830	10
7.2000	6.1720	6.7473	7
5.8100	4.0280	5.0017	8
6.7100	5.9590	7.2151	6
7.0600	5.0070	6.2533	9
0.9000	0.8570	0.8778	11
3.5200	3.0070	3.3208	8
5.5600	4.7510	5.0601	10
2.1900	1.9470	2.0625	11
6.8300	5.3200	5.5897	8
6.0900	5.6260	5.8665	9
6.6300	4.8720	5.7798	9
8.5900	5.1650	7.9699	6
4.3800	3.4260	4.3405	10
7.4000	5.5290	8.3390	6
7.6000	5.0810	5.6527	9
4.4300	3.6420	3.9706	10
7.6700	4.4420	5.9559	8
7.5500	6.8460	6.8931	8
5.9800	5.8610	6.2565	9
4.8300	3.6870	4.1570	10
6.8800	4.0420	5.2624	9
2.9700	2.6830	2.7587	11
6.4300	3.9980	4.8122	10
5.4000	3.8130	4.8146	10
5.7800	4.4280	6.4733	9
5.3800	3.3670	4.2002	11
7.2600	4.7380	6.0550	9
4.1100	3.2710	3.8073	11
5.9000	3.8680	5.2001	8
2.6700	2.5320	2.5760	9
5.8500	3.9620	5.1230	8
6.8300	5.6360	7.2691	6
5.0600	3.6100	4.6101	10
1.5000	1.3270	1.4541	9
6.0900	4.0920	5.1847	9
5.0800	4.7920	4.9941	10
7.5700	5.5460	7.5647	7
0.4400	0.4080	0.4351	11
7.4000	4.2370	5.7552	8
11.5900	7.4230	12.4812	6
1.5200	1.2750	1.4925	10
4.4300	3.6420	3.9031	9
5.8000	5.0390	5.4201	8
4.7400	3.6200	4.2526	9
6.7500	4.3220	5.9205	8
3.7300	3.2240	3.3420	11
6.6100	4.5280	6.2288	7
5.9700	4.1940	5.6982	9
5.9700	4.0370	5.1886	8
4.6700	2.3170	4.6565	5
4.9200	3.4130	4.4662	10
5.3100	4.7270	5.5112	9
4.9400	4.3700	4.4605	9
5.9200	3.8630	5.1202	8
10.4800	4.9890	8.2709	8
6.7200	4.7120	7.1726	6
6.0600	4.5670	6.8297	9
5.9000	4.3870	5.6589	9
2.6900	2.2460	2.4654	11
5.2500	4.4820	5.2647	8
7.5400	5.5950	8.7961	6
3.5500	2.8180	3.2907	9
4.7800	3.9100	4.5018	11
5.0300	4.7410	4.8019	10
6.7400	4.3420	6.1502	8
4.4400	2.0920	4.1180	11
7.4500	6.2070	6.9129	7
8.4400	5.7990	10.4018	5
5.6500	4.2600	5.9763	9
4.4100	3.3890	3.7922	11
6.7300	3.5700	4.3512	11
2.9200	2.3860	2.7349	9
7.3500	5.6540	6.1983	9
5	4.5230	4.7847	9
13.1200	7.6620	13.2458	5
3.7000	3.2190	3.5252	11
4.5100	3.2750	3.8321	11
6.0900	4.5710	6.7115	9
8.1600	5.8630	9.6374	6
7.6600	4.9290	7.5164	7
7.0600	1.9260	6.2974	8
5.6600	4.9750	5.8995	8
7.8200	5.2010	7.6070	9
6.1900	5.6890	6.1653	9
10.8500	6.9180	10.2204	6
3.5600	2.7090	3.2896	9
5.7200	4.6100	6.9065	8
6.2500	4.7150	6.6724	9
6.7000	6.3190	7.2747	6
1.3300	1.2210	1.2901	11
4.5800	3.6580	4.2127	10
4.5200	3.4750	4.0028	11
5.7800	4.3560	4.6904	9
5.2700	4.1340	4.6054	10
5.7100	4.3600	5.2222	9
4.9500	3.7490	4.7464	11
3.9100	4.9640	6.6918	7
1.4300	1.3690	1.4069	11
6.0600	4.8390	7.5674	8
7.4500	4.6710	6.9672	7
7.4400	4.6890	7.1203	7
6.3500	4.0080	5.3245	9
3.1600	2.4820	2.8497	10
5.9700	3.7380	4.8348	10
7.8500	5.4960	9.6615	5
0.8800	0.8540	0.8697	11
5.0200	5.1720	5.5347	8
1.9700	1.8290	1.8966	10
5.6400	3.6000	4.6646	8
6.1700	4.1190	5.2704	8
5.2900	3.6460	4.1344	11
4.1100	3.3650	3.7689	9
5.9300	4.1780	5.7151	9
2.2300	2.1390	2.1676	9
6.3400	4.4100	6.4392	9
4.5300	3.6710	4.1074	8
7.1300	4.8350	7.5706	8
6.4300	5.0570	5.6310	9
2.1600	1.1120	2.0843	9
6.5300	4.2370	6.0123	9
5.5600	5.5960	6.8054	8
2.2500	2.0540	2.2020	9
5.6200	4.6050	4.9079	8
5.2800	4.0800	5.0901	10
5.7500	4.2880	6.1151	9
4.0100	3.1910	3.5657	10
3.4500	2.8210	3.3573	10
6.6900	5.1180	6.1631	7
7.2000	4.2680	6.0734	8
7.8400	4.7680	7.0886	7
4.0800	3.2050	3.9535	10
7.1100	7.6710	11.1024	6
0.7600	0.7310	0.7469	11
6.5100	4.1970	5.6227	8
2.4500	2.3760	2.3796	11
6.9000	5.4160	7.3576	6
1.3400	1.1940	1.2898	9
7.3400	5.9950	6.9514	6
8.5400	9.3310	24.0090	5
6.0900	6.1050	7.0699	8
6.8200	4.7810	5.8460	10
5.4700	4.2520	5.9008	8
6.5900	4.4980	6.1417	7
3.5500	2.7380	3.2465	10
1.2500	0.8700	1.2089	11
3.9900	3.2220	3.9098	9
4.6700	3.6890	4.3842	8
6.4100	6.3260	6.5502	7
6.7000	4.4540	5.5482	8
4.3400	2.9690	3.9653	11
5.2900	4.1540	4.8025	10
5.7700	3.7800	5.0161	10
6.9100	5.8050	5.9359	8
7.8200	4.9610	6.1051	8
7.8500	6.1560	8.3520	9
5.4100	4.0790	4.4283	11
6.7000	4.6330	6.5815	6
8.2200	5.0420	7.6458	7
4.5900	3.3200	4.0735	11
5.3400	3.8070	4.5575	8
5.6400	3.8240	4.8267	9
6	4.1850	4.9213	9
3.0100	4.2670	5.5710	5
2.7900	2.1610	2.6249	11
5	3.6940	4.4928	8
6.1000	3.8280	5.1153	8
3.7300	3.3270	3.5962	11
1.7000	1.6380	1.6441	11
4.9100	3.7180	4.1095	11
4.3900	4.1380	4.4810	9
3.6600	2.9340	3.5007	11
7.8100	4.3970	6.2595	8
5.6500	4.5360	6.4542	9
5.7600	6.2070	7.2562	8
5.5500	3.8190	5.0866	10
13.4300	6.4270	12.2481	6
5.1200	3.4560	4.2550	11
1.7100	1.6190	1.6411	11
5.2200	4.6860	4.7351	9
5.0700	3.4040	4.2398	11
4.2300	3.4870	3.9448	11
9.3800	4.3910	6.0512	10
6.4600	5.0270	6.0549	7
4.5500	2.5330	4.1184	11
4.6100	3.1700	3.8474	11
5.1500	3.8050	4.3201	11
7.1300	5.2310	5.7320	8
7.6200	4.9130	7.8282	8
5	3.2690	4.5327	8
2.7400	2.1330	2.5624	11
2.9100	2.3970	2.6907	11
7.4200	6.0320	6.4226	8
7.0900	5.9050	7.9174	6
6.9600	4.7360	6.2635	7
3.3600	3.0140	3.2707	10
6.8200	4.4400	5.9402	8
6.3400	4.3710	5.2728	9
0.7000	0.6630	0.6830	11
8.0500	6.3760	7.4696	7
3.6500	3.2960	4.1053	9
5.1300	4.3070	4.6112	10
6.2100	3.8720	5.1750	8
7.5500	4.9350	7.4406	6
8.7900	5.4090	9.5161	6
2.3500	2.1150	2.2655	10
4.9700	3.7390	4.6750	9
4.2500	3.2930	3.7063	11
6.3900	3.8310	4.5070	10
6.9300	4.5940	6.4072	7
5.8300	3.8390	5.0788	8
6.8600	3.9480	5.0183	9
6.5800	6.8760	7.3071	6
4.4000	3.7110	4.0408	10
4.0600	3.3480	4.2033	8
3.1700	2.7630	3.2232	10
3.4700	2.7660	3.2391	11
4.6300	3.6220	4.3523	8
1.1000	1.0530	1.0786	11
4.8000	3.2190	3.9364	11
5.6500	4.2830	5.0915	10
4.2800	3.0830	3.7439	9
7.3600	2.8490	6.6739	9
1.3200	1.0600	1.2791	10
8.0200	8.5760	9.4598	6
2.9800	3.1500	3.1739	10
2.7700	2.3520	2.5881	9
2.4700	2.1400	2.3147	11
5.7800	3.8630	4.8879	11
1.1400	1.0890	1.1287	11
4.8100	3.1820	4.3759	9
4.2200	3.1210	3.7672	9
5.9900	4.3590	5.4164	8
6.1100	5.0800	5.2478	8
5.2100	3.6630	4.7860	8
6.2000	6.2250	6.4409	9
7.2900	4.7150	7.2444	8
6.5900	8.3440	8.4163	6
4.7500	3.0130	3.6315	11
4.9100	3.8490	4.4402	11
2.3200	2.0780	2.2481	11
9.9700	5.4910	9.7240	9
5.8800	3.9330	6.2580	6
1.5500	1.4370	1.5132	11
8.6400	4.3770	5.8029	8
4.7800	3.5470	4.5580	11
7.5000	6.3430	9.3470	7
4.8200	3.8990	4.2407	9
8.4000	6.3640	7.9463	6
11.9300	7.3770	9.9591	7
6.1200	3.7030	4.8625	9
2.8900	2.7310	3.0332	9
5.6600	4.2520	4.2973	11
5.6800	5.1990	5.3378	10
1.9400	1.7580	1.8862	11
7.1900	5.4280	6.7002	7
7.0500	3.8290	5.1072	8
4.8500	3.9130	4.4475	8
5.2800	3.8190	4.8224	9
5.1700	3.8830	4.6936	8
3.9600	3.0400	3.6207	11
11.8500	10.3510	17.7608	5
6.0700	3.9950	5.3008	9
6.8300	5.9110	5.9960	9
4.9200	3.9440	4.1674	10
